reference_name,source_count,source_labels,credit_salary,primary_archetype,secondary_archetype,motif_reason,sprint,climb,stamina,technique,teamwork,ego,fighting,race_fit,game_conversion_note
Henri Pélissier,4,Grand Tour GC / Paris-Roubaix / Milan-San Remo / Giro di Lombardia,10200,legend_allround,gc,Referenced from 4 major race/classification source(s),93,93,99,99,78,97,99,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Julián Berrendero,4,Grand Tour GC / Grand Tour mountains / Grand Tour stage wins / Vuelta a Espana GC,8600,gc,climber,Referenced from 4 major race/classification source(s),68,91,99,91,80,87,96,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Lucien Petit-Breton,4,Grand Tour GC / Grand Tour stage wins / Tour de France GC / Milan-San Remo,8600,gc,stage_hunter,Referenced from 4 major race/classification source(s),68,91,99,91,80,87,96,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Lucien Van Impe,4,Grand Tour GC / Grand Tour mountains / Grand Tour stage wins / Tour de France GC,8600,gc,climber,Referenced from 4 major race/classification source(s),68,91,99,91,80,87,96,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Luigi Ganna,4,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC / Milan-San Remo,8600,gc,stage_hunter,Referenced from 4 major race/classification source(s),68,91,99,91,80,87,96,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Luis Herrera,4,Grand Tour GC / Grand Tour mountains / Vuelta a Espana GC / Criterium du Dauphine,8600,gc,climber,Referenced from 4 major race/classification source(s),68,91,99,91,80,87,96,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Mario Cipollini,4,Grand Tour points / Grand Tour stage wins / World road race / Milan-San Remo,7800,sprint,stage_hunter,Referenced from 4 major race/classification source(s),98,47,88,91,76,93,88,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Mark Cavendish,4,Grand Tour points / Grand Tour stage wins / World road race / Milan-San Remo,7800,sprint,stage_hunter,Referenced from 4 major race/classification source(s),98,47,88,91,76,93,88,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Maurice Garin,4,Grand Tour GC / Grand Tour stage wins / Tour de France GC / Paris-Roubaix,8600,gc,stage_hunter,Referenced from 4 major race/classification source(s),68,91,99,91,80,87,96,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Oscar Camenzind,4,World road race / Liege-Bastogne-Liege / Giro di Lombardia / Tour de Suisse,7200,climber,classic,Referenced from 4 major race/classification source(s),53,99,94,81,72,85,99,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Óscar Freire,4,Grand Tour points / World road race / Milan-San Remo / Tirreno-Adriatico,10200,legend_allround,sprint,Referenced from 4 major race/classification source(s),93,93,99,99,78,97,99,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Pascal Richard,4,Grand Tour mountains / Liege-Bastogne-Liege / Giro di Lombardia / Tour de Suisse,7200,climber,puncheur,Referenced from 4 major race/classification source(s),53,99,94,81,72,85,99,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Pavel Tonkov,4,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC / Tour de Suisse,8600,gc,stage_hunter,Referenced from 4 major race/classification source(s),68,91,99,91,80,87,96,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Peter Sagan,4,Grand Tour points / Grand Tour stage wins / World road race / Paris-Roubaix,10200,legend_allround,sprint,Referenced from 4 major race/classification source(s),93,93,99,99,78,97,99,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Philippe Gilbert,4,World road race / Paris-Roubaix / Liege-Bastogne-Liege / Giro di Lombardia,7200,climber,classic,Referenced from 4 major race/classification source(s),53,99,94,81,72,85,99,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Raymond Poulidor,4,Grand Tour GC / Milan-San Remo / Paris-Nice / Criterium du Dauphine,10200,legend_allround,gc,Referenced from 4 major race/classification source(s),93,93,99,99,78,97,99,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Roberto Visentini,4,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC / Tirreno-Adriatico,8600,gc,stage_hunter,Referenced from 4 major race/classification source(s),68,91,99,91,80,87,96,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Sylvère Maes,4,Grand Tour GC / Grand Tour mountains / Tour de France GC / Paris-Roubaix,8600,gc,climber,Referenced from 4 major race/classification source(s),68,91,99,91,80,87,96,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Tom Dumoulin,4,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC / World time trial,8600,gc,stage_hunter,Referenced from 4 major race/classification source(s),68,91,99,91,80,87,96,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Tom Simpson,4,World road race / Milan-San Remo / Giro di Lombardia / Paris-Nice,7200,climber,classic,Referenced from 4 major race/classification source(s),53,99,94,81,72,85,99,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Trofeo Alfredo Binda,4,Paris-Roubaix / Milan-San Remo / Liege-Bastogne-Liege / Giro di Lombardia,7200,climber,classic_cobble,Referenced from 4 major race/classification source(s),53,99,94,81,72,85,99,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Agustín Tamames,3,Grand Tour GC / Grand Tour mountains / Vuelta a Espana GC,8400,gc,climber,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Aitor González,3,Grand Tour GC / Vuelta a Espana GC / Tour de Suisse,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alessandro Petacchi,3,Grand Tour points / Grand Tour stage wins / Milan-San Remo,7600,sprint,stage_hunter,Referenced from 3 major race/classification source(s),96,45,86,89,74,91,86,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alfonso Calzolari,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Álvaro Pino,3,Grand Tour GC / Grand Tour mountains / Vuelta a Espana GC,8400,gc,climber,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Angelino Soler,3,Grand Tour GC / Grand Tour mountains / Vuelta a Espana GC,8400,gc,climber,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Antonio Pesenti,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Arnaldo Pambianco,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Bernard Thévenet,3,Grand Tour GC / Tour de France GC / Criterium du Dauphine,8400,gc,none,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Carlo Clerici,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Carlo Galetti,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Claudio Chiappucci,3,Grand Tour points / Grand Tour mountains / Milan-San Remo,7000,climber,sprint,Referenced from 3 major race/classification source(s),51,99,92,79,70,83,98,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Davide Rebellin,3,Liege-Bastogne-Liege / Paris-Nice / Tirreno-Adriatico,6700,puncheur,stage_hunter,Referenced from 3 major race/classification source(s),83,83,90,89,68,89,94,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Dietrich Thurau,3,Grand Tour points / World road race / Liege-Bastogne-Liege,7600,sprint,classic,Referenced from 3 major race/classification source(s),96,45,86,89,74,91,86,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Emile Daems,3,Paris-Roubaix / Milan-San Remo / Giro di Lombardia,7000,climber,classic_cobble,Referenced from 3 major race/classification source(s),51,99,92,79,70,83,98,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Emilio Rodríguez,3,Grand Tour GC / Grand Tour mountains / Vuelta a Espana GC,8400,gc,climber,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Erik Zabel,3,Grand Tour points / Grand Tour stage wins / Milan-San Remo,10000,legend_allround,sprint,Referenced from 3 major race/classification source(s),91,91,99,99,76,95,99,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Fausto Bertoglio,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Francisco Gabica,3,Grand Tour GC / Grand Tour mountains / Vuelta a Espana GC,8400,gc,climber,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Franco Balmamion,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Franco Chioccioli,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Frank Vandenbroucke,3,Grand Tour points / Liege-Bastogne-Liege / Paris-Nice,7600,sprint,puncheur,Referenced from 3 major race/classification source(s),96,45,86,89,74,91,86,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Georges Ronsse,3,World road race / Paris-Roubaix / Liege-Bastogne-Liege,6900,classic,classic_cobble,Referenced from 3 major race/classification source(s),79,73,99,95,74,85,98,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Georges Speicher,3,Grand Tour GC / World road race / Paris-Roubaix,8400,gc,classic,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giorgio Furlan,3,Milan-San Remo / Tirreno-Adriatico / Tour de Suisse,5500,stage_hunter,sprinter,Referenced from 3 major race/classification source(s),73,75,99,89,64,91,99,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Giuseppe Enrici,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gösta Pettersson,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Greg Van Avermaet,3,Grand Tour points / Paris-Roubaix / Tirreno-Adriatico,6800,classic_cobble,sprint,Referenced from 3 major race/classification source(s),83,63,99,99,76,85,99,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Gustave Garrigou,3,Grand Tour GC / Milan-San Remo / Giro di Lombardia,8400,gc,sprinter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Henri Cornet,3,Grand Tour GC / Grand Tour stage wins / Paris-Roubaix,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Ivan Basso,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Ivan Gotti,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jai Hindley,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jakob Fuglsang,3,Liege-Bastogne-Liege / Giro di Lombardia / Criterium du Dauphine,8400,gc,puncheur,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jan Raas,3,World road race / Paris-Roubaix / Milan-San Remo,6800,classic_cobble,classic,Referenced from 3 major race/classification source(s),83,63,99,99,76,85,99,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jasper Philipsen,3,Grand Tour points / Grand Tour stage wins / Milan-San Remo,7600,sprint,stage_hunter,Referenced from 3 major race/classification source(s),96,45,86,89,74,91,86,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jesús Loroño,3,Grand Tour GC / Grand Tour mountains / Vuelta a Espana GC,8400,gc,climber,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Joaquim Rodríguez,3,Grand Tour points / Grand Tour mountains / Giro di Lombardia,7000,climber,sprint,Referenced from 3 major race/classification source(s),51,99,92,79,70,83,98,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Johan De Muynck,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
John Degenkolb,3,Grand Tour points / Paris-Roubaix / Milan-San Remo,6800,classic_cobble,sprint,Referenced from 3 major race/classification source(s),83,63,99,99,76,85,99,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Julian Alaphilippe,3,Grand Tour mountains / World road race / Milan-San Remo,6900,classic,climber,Referenced from 3 major race/classification source(s),79,73,99,95,74,85,98,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Léon Scieur,3,Grand Tour GC / Tour de France GC / Liege-Bastogne-Liege,8400,gc,puncheur,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Louis Trousselier,3,Grand Tour GC / Grand Tour stage wins / Paris-Roubaix,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Luigi Marchisio,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Mariano Piccoli,3,Grand Tour points / Grand Tour mountains / Grand Tour stage wins,7000,climber,sprint,Referenced from 3 major race/classification source(s),51,99,92,79,70,83,98,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Marino Basso,3,Grand Tour points / Grand Tour stage wins / World road race,7600,sprint,stage_hunter,Referenced from 3 major race/classification source(s),96,45,86,89,74,91,86,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Marino Lejarreta,3,Grand Tour GC / Grand Tour points / Grand Tour stage wins,5500,stage_hunter,gc,Referenced from 3 major race/classification source(s),73,75,99,89,64,91,99,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Mathieu van der Poel,3,World road race / Paris-Roubaix / Milan-San Remo,10000,legend_allround,classic,Referenced from 3 major race/classification source(s),91,91,99,99,76,95,99,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Maurizio Fondriest,3,World road race / Milan-San Remo / Tirreno-Adriatico,6900,classic,sprinter,Referenced from 3 major race/classification source(s),79,73,99,95,74,85,98,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Michał Kwiatkowski,3,World road race / Milan-San Remo / Tirreno-Adriatico,6900,classic,sprinter,Referenced from 3 major race/classification source(s),79,73,99,95,74,85,98,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Michele Bartoli,3,Liege-Bastogne-Liege / Giro di Lombardia / Tirreno-Adriatico,7000,climber,puncheur,Referenced from 3 major race/classification source(s),51,99,92,79,70,83,98,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Moreno Argentin,3,World road race / Liege-Bastogne-Liege / Giro di Lombardia,10000,legend_allround,classic,Referenced from 3 major race/classification source(s),91,91,99,99,76,95,99,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Nicolas Frantz,3,Grand Tour GC / Grand Tour stage wins / Tour de France GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Nino Defilippis,3,Grand Tour mountains / Grand Tour stage wins / Giro di Lombardia,7000,climber,stage_hunter,Referenced from 3 major race/classification source(s),51,99,92,79,70,83,98,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Odile Defraye,3,Grand Tour GC / Tour de France GC / Milan-San Remo,8400,gc,sprinter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Paolo Savoldelli,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Pedro Delgado,3,Grand Tour GC / Tour de France GC / Vuelta a Espana GC,8400,gc,none,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Philippe Thys,3,Grand Tour GC / Tour de France GC / Giro di Lombardia,8400,gc,climber,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
RCS Sport,3,Milan-San Remo / Giro di Lombardia / Tirreno-Adriatico,7000,climber,sprinter,Referenced from 3 major race/classification source(s),51,99,92,79,70,83,98,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Richie Porte,3,Paris-Nice / Criterium du Dauphine / Tour de Suisse,5500,stage_hunter,gc,Referenced from 3 major race/classification source(s),73,75,99,89,64,91,99,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Roberto Heras,3,Grand Tour GC / Grand Tour points / Vuelta a Espana GC,8400,gc,sprint,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Rolf Wolfshohl,3,Grand Tour GC / Vuelta a Espana GC / Paris-Nice,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Ryder Hesjedal,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Sepp Kuss,3,Grand Tour GC / Grand Tour stage wins / Vuelta a Espana GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Stan Ockers,3,Grand Tour points / World road race / Liege-Bastogne-Liege,7600,sprint,classic,Referenced from 3 major race/classification source(s),96,45,86,89,74,91,86,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Tao Geoghegan Hart,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Tom Boonen,3,Grand Tour points / World road race / Paris-Roubaix,10000,legend_allround,sprint,Referenced from 3 major race/classification source(s),91,91,99,99,76,95,99,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Vasco Bergamaschi,3,Grand Tour GC / Grand Tour stage wins / Giro d'Italia GC,8400,gc,stage_hunter,Referenced from 3 major race/classification source(s),66,89,99,89,78,85,94,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Walter Godefroot,3,Grand Tour points / Paris-Roubaix / Liege-Bastogne-Liege,6800,classic_cobble,sprint,Referenced from 3 major race/classification source(s),83,63,99,99,76,85,99,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Wout van Aert,3,Grand Tour points / Paris-Roubaix / Milan-San Remo,6800,classic_cobble,sprint,Referenced from 3 major race/classification source(s),83,63,99,99,76,85,99,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Adolfo Leoni,2,Grand Tour stage wins / Milan-San Remo,5200,stage_hunter,sprinter,Referenced from 2 major race/classification source(s),71,73,98,87,62,89,98,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alexandre Vinokourov,2,Liege-Bastogne-Liege / Paris-Nice,6400,puncheur,stage_hunter,Referenced from 2 major race/classification source(s),81,81,88,87,66,87,92,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alfons De Wolf,2,Grand Tour points / Milan-San Remo,7300,sprint,sprinter,Referenced from 2 major race/classification source(s),94,43,84,87,72,89,84,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Alphonse Schepers,2,Liege-Bastogne-Liege / Paris-Nice,5200,stage_hunter,puncheur,Referenced from 2 major race/classification source(s),71,73,98,87,62,89,98,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
André Greipel,2,Grand Tour points / Grand Tour stage wins,7300,sprint,stage_hunter,Referenced from 2 major race/classification source(s),94,43,84,87,72,89,84,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Andrea Tafi,2,Paris-Roubaix / Giro di Lombardia,6700,climber,classic_cobble,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Andreas Klöden,2,Paris-Nice / Tirreno-Adriatico,5200,stage_hunter,none,Referenced from 2 major race/classification source(s),71,73,98,87,62,89,98,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Andrei Tchmil,2,Paris-Roubaix / Milan-San Remo,6500,classic_cobble,sprinter,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Ángel Casero,2,Grand Tour GC / Vuelta a Espana GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Angelo Conterno,2,Grand Tour GC / Grand Tour stage wins,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Arnaud Démare,2,Grand Tour points / Milan-San Remo,7300,sprint,sprinter,Referenced from 2 major race/classification source(s),94,43,84,87,72,89,84,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Bauke Mollema,2,Grand Tour points / Giro di Lombardia,6700,climber,sprint,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Bjarne Riis,2,Grand Tour GC / Tour de France GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Charly Mottet,2,Giro di Lombardia / Criterium du Dauphine,8100,gc,climber,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Chris Horner,2,Grand Tour GC / Vuelta a Espana GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Christian Prudhomme,2,Liege-Bastogne-Liege / Paris-Nice,6400,puncheur,stage_hunter,Referenced from 2 major race/classification source(s),81,81,88,87,66,87,92,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Cino Cinelli,2,Milan-San Remo / Giro di Lombardia,6700,climber,sprinter,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Claudio Michelotto,2,Grand Tour mountains / Tirreno-Adriatico,6700,climber,stage_hunter,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Critérium du Dauphiné,2,Criterium du Dauphine / Tour de Suisse,8100,gc,stage_hunter,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Cyrille van Hauwaert,2,Paris-Roubaix / Milan-San Remo,6500,classic_cobble,sprinter,Referenced from 2 major race/classification source(s),81,61,98,99,74,83,98,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Dalmacio Langarica,2,Grand Tour GC / Vuelta a Espana GC,8100,gc,none,Referenced from 2 major race/classification source(s),64,87,99,87,76,83,92,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Dan Martin,2,Liege-Bastogne-Liege / Giro di Lombardia,6700,climber,puncheur,Referenced from 2 major race/classification source(s),49,97,90,77,68,81,96,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
